"x"
11870108.8596138
11863421.642425
11867608.1319959
11866384.5246574
10212007.4394514
10212185.5596613
10218661.9598727
10215803.6068115
10221624.4905216
12296613.6327782
12301158.0701167
12299695.6565039
12298260.7256643
10590810.2333673
10581336.8703642
10580167.7200669
10576372.1457857
10581041.1307599
12743360.1925552
12747366.0184367
12746388.0968011
12742753.2767285
10965509.789272
10964304.5013714
10966391.8859078
10968203.591831
10966631.7703162
10963913.6359572
11362819.5285332
11366481.0112239
11360242.5587541
11353589.8674155
11352096.8272152
11371629.5863684
13204627.8008975
13213063.5895442
13209582.922088
13205890.8292797
13208744.3503662
11770020.756422
11768072.9031821
11766880.6772931
11764859.6360173
11774557.0333762
11768162.1624306
13686964.2632926
13688288.8968874
13685046.3313803
13691221.4140178
13685718.2969684
12202141.7209737
12184302.2849116
12197252.8355315
12186841.8923664
12201126.9637932
12196024.4735133
14178690.352274
14178125.348293
14176186.2733152
14180175.6404286
14178823.233215
12637986.8212907
12637238.6789261
12638816.1512569
12629948.9409154
12631155.1024441
12642488.284839
12633344.9563856
14697711.8703268
14700549.7935135
14690781.168556
14698804.357191
14689963.7179547
13077577.1709987
13079753.1929553
13102284.7605226
13087930.1018474
13098625.9625717
13091921.3335431
13087978.222822
15235397.4339417
15230281.5255318
15227358.7009038
15225807.6430792
15221257.7564301
15232522.3100618
13545847.1682242
13561044.5359967
13557950.4959956
13562190.4262119
13567325.2047675
13567002.2077877
13551752.4360287
15780892.0132565
15788641.2130003
15776398.170862
15778415.6819825
15776009.4703822
15783314.0222948
14051533.5913255
14056298.5305916
14050271.6101877
14056567.4449293
14062063.9671729
14060769.1222652
14054694.1822725
14053460.7784717
16349564.4070211
16352092.247024
16343776.9239476
16355459.0348975
16352010.551603
16344276.8342371
14551487.9434262
14558168.4920947
14567266.2839658
14558605.2506166
14565865.5997025
14562289.1928772
14560475.7459848
14563859.4160079
16936517.7244662
16938127.9128829
16934753.5931113
16945735.3225052
16941648.5639436
16940561.7203442
16934577.5428219
15096918.7798946
15091367.5883178
15089015.5643725
15098407.7538749
15091466.2261996
15085659.892809
