"x"
15093340.7530374
15099427.5690435
15081189.7848981
15643460.7861456
15654503.4427359
15633295.0086911
15641904.5880246
15632506.2277134
15653486.923126
15630399.5096074
15626033.4481173
15637811.1141938
16207336.4115593
16209709.1154696
16198376.3869043
16208648.56165
16210567.3911604
16223265.3252664
16200031.5433029
16220561.1820634
16206260.2188279
16800681.3263812
16806270.6201419
16784217.6323544
16795438.9434726
16809220.8346369
16784074.7747885
16793952.9536051
16782855.9338209
16807047.4860247
17392111.600509
17420702.1880791
17387830.2912845
17392198.2490852
17399750.3283108
17403033.3538448
17392170.1876542
17397284.4581742
17381797.0056588
16789971.0868123
17402832.1941801
18038785.767391
18046909.3215845
18010689.2573207
18028853.703266
18016293.4300367
18044085.3048304
18039785.7489317
18035060.2464709
18031307.454365
18023260.0328385
18040210.3893033
18670960.264677
18676644.5264786
18691126.4433248
18680549.029365
18677123.6341531
18679504.9676961
18691186.2906367
18681335.7559149
18680116.3678639
18678520.4911866
18681280.7564517
19364016.9280456
19377242.1539043
19369413.3985598
19341686.1706383
19360355.8238536
19349772.8418007
19364663.799447
19363796.0025363
19350716.0864881
19361776.495202
19363485.0278983
20067609.8547274
20052878.7899623
20069678.8365039
20063703.8522242
20065661.8491046
20057305.170633
20062330.1813338
20064174.7782523
20064452.2578172
20077385.7833722
20062260.4722268
20062337.5265017
20789253.7935356
20799230.2765967
20811078.8883301
20810519.7034907
20815095.4180925
20801530.7535821
20797682.6173242
20794443.3570682
20796674.4125348
20812020.2926783
20795075.3298276
20803021.5441618
21558836.7212538
21565684.4721474
21533655.6867914
21552450.1410593
21564581.429326
21553333.8351721
21564960.6367065
21540662.2532008
21568857.9709693
21547523.3195191
21561880.3841145
22342420.207993
22362587.1166983
22359636.937264
22354962.5212355
22367977.3635223
22354217.5214078
22331450.6046847
22361890.0586325
22349357.6482114
22334701.6998624
23185736.4723223
23177479.3138397
23135474.5498473
23176257.8090782
23179129.2287627
23171364.4975563
23197523.9761729
23164921.067531
23185448.3152395
24044314.71354
24016717.9525323
24032701.1083759
24034501.4480336
24029436.1471978
24048820.0366746
24035767.4188862
24041818.3968979
24018470.2669346
24941252.8196227
24933552.2717722
24947760.5700027
24927571.6491194
24966295.8042148
24900821.5033867
24915571.1711408
24905555.8357533
25857405.9754977
25862767.4145193
25866496.2846883
25846185.8906051
25866796.3837899
25843326.1692762
25846285.1711866
26835640.6034272
26861274.4823839
26834701.478405
26832569.9126709
26832034.6811189
26820710.8356738
26829700.6647469
27865392.339431
27838180.9714891
27823995.3610902
27863318.8887078
27855815.2027422
28904986.9085638
28908380.4616263
28892160.5231829
28952309.2088922
29994353.1943968
30015408.1597125
29998296.4094117
31188004.6709446
31159358.9535348
31212768.1716903
32421723.1556366
32415233.9439906
32429582.5262206
33703233.7711838
33686885.9077727
33680704.9656566
35051466.0997844
35035972.0544018
36518840.7829166
36481123.6800827
38026119.6426118
38019422.2857293
39566498.2559895
39563387.5017648
41277490.1087538
43135484.923764
45063571.8761426
47195976.6453209
49433232.9030899
51874785.7838091
54533034.5943768
17551028.1364221
17547721.3964487
17545595.4696745
17543253.9974618
17553675.1925773
17552517.5490928
17551399.675161
18179814.5400533
18183379.5477344
18190773.6787607
18189838.8693853
18173495.6418882
18193868.3454583
18188452.4751954
18839436.3265199
18840608.1578061
18845249.4174435
18837348.5699085
18837896.4887727
18845897.3755612
18835197.1155423
18841215.9544168
19519257.4038483
19521125.9445345
19513455.0471962
19509548.268229
19533186.0767416
19516341.853647
19512341.541214
19526974.2949366
20221149.5798778
20215738.8528417
20239508.7234203
20215743.4535889
20214365.5290544
20217391.7651109
20205590.4487127
20219555.6462924
20961980.841823
20940662.0583584
20949382.8371465
20946784.8364702
20953095.4547313
20949751.6494151
20957614.5450391
20949040.8672706
20950490.3689639
21699512.1232772
21728302.6289008
21695477.2497314
21705349.9899694
21708221.7865045
21713821.0668998
21701497.953768
21707415.7697519
21713307.4096986
22497736.9441653
22502527.4622434
22486540.3913144
22512082.3262724
22495720.0908312
22502995.0675074
22497690.835026
22493201.2323128
22510695.1975448
22498300.6201157
23308186.7056327
23323911.2979166
23295440.247736
23305475.5371134
23308858.4036383
23301408.881502
23299015.1830397
23304884.7961066
23320091.2060038
23307491.6013719
24132591.4525157
24147830.0921009
24153422.9656916
24167253.0502119
24146070.2074888
24164070.287443
24155669.4764331
24150637.6729539
24146005.2975559
24158793.8890143
24150503.1699726
25035742.2365729
25033221.5875223
25013888.8242537
25014718.0794076
25028280.4533274
25010182.3024227
25032594.5611054
25033425.2446285
25013170.406027
25031387.6016679
25922569.683666
25916678.3572169
25936770.6302893
25938436.8988818
25946956.7875733
25941743.3674095
25942217.6113398
25933569.9012135
25931945.9393983
26878126.3284168
26856258.9408588
26875615.9135868
26891595.4465306
26896076.8615478
26866210.1167948
26866754.8641504
26895346.3238205
27861062.0420737
27855372.7383506
27860179.392872
27852718.7573078
27859722.4923042
27841272.4010051
27835245.9333744
28881768.3756655
28888841.7202424
28859033.6392257
28856404.2665392
28884225.5423649
28870453.3400614
29927315.9408267
29935652.252233
29924168.0471542
29920122.0975349
29927180.4291151
31013646.6483326
31053859.5009868
31024115.749081
31027435.4023234
30999472.1299458
32153186.434019
32168836.3759707
32164563.557798
32179825.1016987
33346043.3230424
33370682.9484833
33379897.6486784
34597678.4690509
34595655.3530123
34611282.9341957
35894789.4274524
35897614.6887565
37247507.2304673
37271265.1341247
38660848.928218
38688580.2617869
40151138.2740089
40157659.9814588
41670614.1278736
41686308.5729308
43328613.3015929
45044302.7544065
46832079.8340618
48711865.5677536
50734949.2037449
52809092.385401
55071962.6566816
57478575.2199156
60047952.6979614
20220655.000012
22495829.2425349
21727792.4486695
24140396.7827897
25925499.9736396
