"50%","90%"
702279.817682722,857664.245423253
762378.353567781,867607.679334515
732845.222766492,894992.464784202
795559.434124513,905368.667910481
746901.166170025,922918.355753938
830395.156225865,945012.68438715
779819.551315581,963594.395996852
866993.395475935,986662.494189442
814429.254744287,1006360.33616179
888663.057653351,1030452.23535522
850846.407569875,1051359.67520337
928399.570300085,1076528.8421517
889198.554502419,1098750.01543824
970247.448384163,1125053.68983748
929626.160872277,1148704.92471929
1014359.96040526,1176204.50141652
972284.365980725,1201416.10298667
1060906.38634079,1230177.56605556
1017345.03075381,1257095.91247847
1110074.25193976,1287190.32986719
1064999.13863465,1315980.34442525
1162071.94845231,1347484.43362589
1115459.62250789,1378332.51217677
1217131.81722328,1411329.28951901
1139611.49452163,1444446.78250265
1275513.79782319,1479026.31134919
1195001.96909057,1514653.68472943
1337509.76304492,1533139.30567239
1253915.29951055,1589325.7734024
1403448.69590725,1608722.73133291
1316684.12611204,1668884.66699188
1444712.98122047,1689252.60301749
1383686.50381329,1731548.96698958
1518230.38977576,1775213.94993098
1455354.04698189,1821233.92091394
1596866.58496828,1867160.5158905
1532181.88731624,1917376.48442118
1681164.84303107,1965727.53488558
1614740.9328165,2020691.09329946
1771751.5846694,2071647.45884317
1703693.07207327,2132006.03668953
1869353.05775092,2185769.46411651
1799810.18282053,2252287.24443837
1974816.19417074,2309083.8386915
1903998.10243642,2382668.28384758
2089134.91114343,2442752.735372
1963287.98970639,2524488.54132043
2213483.58905315,2588149.31626471
2141071.30305481,2679342.31694712
2349260.11782016,2746908.08539725
2215770.6230764,2849142.65124565
2450980.39215686,2920990.32499672
2361248.753735,3036205.31132706
2606603.04848017,3112770.199559
2522353.00467923,3243360.77583307
2784447.43313896,3325149.56474372
2701802.75193527,3474105.74705783
2982543.57083165,3561713.30022201
2902997.51103064,3732811.48283017
3204644.21633403,3826942.89512551
3130243.76555182,4025015.46339978
3455503.33435522,4126515.46998278
3389079.00924866,4357838.06009904
3741233.81243683,4467730.95263817
3686745.3468011,4677209.27659139
4069830.27296086,4801535.97227298
4032899.89508078,5116360.10260459
4451953.2912849,5252360.03501248
4440712.67532289,5633733.97561048
4902141.36846517,5783486.42159195
4928623.23893689,6252724.33149779
5440750.08577638,6418930.39780184
5523268.37432016,7007124.07486705
6097184.02574232,7193383.13041525
6264605.58939804,7947625.5126605
6915552.62909985,8158884.39804951
7215428.14430346,9153891.65145272
7965173.9221804,9397214.76024504
8480395.10784755,10758698.7807554
9154071.2296343,11044679.884047
10247897.4693155,13001050.1405065
11061982.6311269,13346636.0462836
12894723.4002615,16358960.0673434
13919070.3960474,16793803.866217
17300054.0135598,21947806.400017
18674357.1145759,22531209.4691998
26101446.3562207,33113740.045999
28174925.354624,33993949.0847912
52486714.2650527,66587551.8284205
56656218.8296089,68357541.1110869
